#VALUE!,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory usage [GB],Memory capacity provisioned [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],Label,Memory usage [KB],,,
1376782591,4,11703.99824,76.07598856,0.65,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376783491,4,11703.99824,62.6999905714,0.5357142857,0,67108864,0,0.5714285714,0,1,0,0,,,1
1376784392,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376785292,4,11703.99824,70.22398944,0.6,0,67108864,32.6666666667,4,0,1,0,0,,,1
1376786191,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8666666667,0,1.0666666667,0,0,,,1
1376787091,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376787991,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376788891,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376789791,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.4,0,1,0,0,,,1
1376790692,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376791592,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376792492,4,11703.99824,76.07598856,0.65,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376793392,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.8666666667,0,1,0,0,,,1
1376794292,4,11703.99824,76.07598856,0.65,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376795192,4,11703.99824,74.1253221867,0.6333333333,0.0447392,67108864,0,0.3333333333,0,1,0,44739.2,,,1
1376796092,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376796992,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376797893,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376798793,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376799693,4,11703.99824,76.07598856,0.65,0.1342176,67108864,0,0.4666666667,0,1,0,134217.6,,,1
1376800593,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376801493,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376802393,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376803293,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376804193,4,11703.99824,70.22398944,0.6,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376805093,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1376805993,4,11703.99824,74.1253221867,0.6333333333,0.1342176,67108864,0,0.9333333333,0,1,0,134217.6,,,1
1376806893,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,14.4,0,1,0,0,,,1
1376807793,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376808693,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376809593,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376810494,4,11703.99824,64.37199032,0.55,0.0447392,67108864,0,0.6666666667,0,1,0,44739.2,,,1
1376811394,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376812294,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376813194,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376814094,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376814994,4,11703.99824,64.37199032,0.55,0,67108864,0,1.4666666667,0,1.0666666667,0,0,,,1
1376815894,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376816794,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376817694,4,11703.99824,62.4213239467,0.5333333333,0.3579136,67108864,0,0.6666666667,0,1,0,357913.6,,,1
1376818594,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376819494,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,0.9333333333,0,0,,,1
1376820394,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376821294,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376822194,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376823094,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,0.9333333333,0,0,,,1
1376823995,4,11703.99824,64.37199032,0.55,0.1789568,67108864,0,0.6666666667,0,1,0,178956.8,,,1
1376824895,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376825795,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,1,0,0,,,1
1376826695,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,1.3333333333,0.0666666667,1.0666666667,0,0,,,1
1376827595,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,1,0,0,,,1
1376828495,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376829395,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376830295,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376831195,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.4,0,1,0,0,,,1
1376832096,4,11703.99824,68.2733230667,0.5833333333,0.1789568,67108864,0,0.6666666667,0,0.9333333333,0,178956.8,,,1
1376832996,4,11703.99824,87.7799868,0.75,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376833896,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376834795,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376835695,4,11703.99824,70.22398944,0.6,0,67108864,0,0.8,0,1,0,0,,,1
1376836595,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376837495,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376838396,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376839296,4,11703.99824,146.299978,1.25,0.1342176,67108864,131.3333333333,22.2,0,1.4,1,134217.6,,,1
1376840196,4,11703.99824,70.22398944,0.6,0.3131744,67108864,0,1.2,0,1,0,313174.4,,,1
1376841096,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6,0,1,0,0,,,1
1376841996,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376842896,4,11703.99824,58.5199912,0.5,0,67108864,0,0.5333333333,0,0.9333333333,0,0,,,1
1376843796,4,11703.99824,66.3226566933,0.5666666667,0.1342176,67108864,0,1.2666666667,0,1.0666666667,0,134217.6,,,1
1376844696,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376845596,4,11703.99824,58.5199912,0.5,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376846496,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376847396,4,11703.99824,58.5199912,0.5,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376848296,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376849196,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376850096,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376850996,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376851896,4,11703.99824,64.37199032,0.55,0.0894784,67108864,0,0.5333333333,0,1,0,89478.4,,,1
1376852796,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376853697,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,1.0666666667,0,1,0,0,,,1
1376854597,4,11703.99824,74.1253221867,0.6333333333,0.223696,67108864,32.6666666667,3.2666666667,0,1,0,223696,,,1
1376855497,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376856397,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1376857297,4,11703.99824,76.07598856,0.65,0,67108864,0,0.5333333333,0,0.9333333333,0,0,,,1
1376858197,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376859097,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376859997,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1376860897,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376861797,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376862697,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376863598,4,11703.99824,78.0266549333,0.6666666667,0.4026528,67108864,0,2.5333333333,0.0666666667,1.0666666667,0,402652.8,,,1
1376864498,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,1,0,0.9333333333,0,0,,,1
1376865398,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376866299,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376867199,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376868101,4,11703.99824,81.92798768,0.7,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376869001,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376869901,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.6,0,1,0,0,,,1
1376870801,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376871701,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376872601,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376873501,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376874401,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376875301,4,11703.99824,76.07598856,0.65,0,67108864,0,1.2666666667,0,1,0,0,,,1
1376876201,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1376877101,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1376878001,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376878902,4,11703.99824,81.92798768,0.7,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376879802,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6,0,1,0,0,,,1
1376880702,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376881602,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376882502,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376883402,4,11703.99824,58.5199912,0.5,0.3579136,67108864,0,0.5333333333,0,1,0,357913.6,,,1
1376884302,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376885202,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376886102,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376887002,4,11703.99824,68.2733230667,0.5833333333,0.2684352,67108864,0,0.6,0,1,0,268435.2,,,1
1376887902,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376888802,4,11703.99824,76.07598856,0.65,0.2684352,67108864,0,3.4666666667,0,1,0,268435.2,,,1
1376889703,4,11703.99824,76.07598856,0.65,0,67108864,0,1,0,1.0666666667,0,0,,,1
1376890603,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376891503,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376892403,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.8666666667,0,1,0,0,,,1
1376893303,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,1,0,1,0,0,,,1
1376894203,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376895103,4,11703.99824,70.22398944,0.6,0,67108864,0,1.4666666667,0,1.1333333333,0,0,,,1
1376896003,4,11703.99824,70.22398944,0.6,0.3131744,67108864,0,0.5333333333,0,1,0,313174.4,,,1
1376896904,4,11703.99824,76.07598856,0.65,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376897804,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376898704,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376899604,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376900504,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376901404,4,11703.99824,76.07598856,0.65,0,67108864,0,0.4,0,1,0,0,,,1
1376902304,4,11703.99824,68.2733230667,0.5833333333,0.223696,67108864,0,0.9333333333,0.0666666667,1.0666666667,0,223696,,,1
1376903204,4,11703.99824,76.07598856,0.65,0,67108864,0,0.4,0,1,0,0,,,1
1376904104,4,11703.99824,70.22398944,0.6,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376905004,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1376905904,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376906804,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376907704,4,11703.99824,70.22398944,0.6,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376908604,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.4,0,1,0,0,,,1
1376909504,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376910404,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376911305,4,11703.99824,70.22398944,0.6,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376912205,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6,0,1,0,0,,,1
1376913105,4,11703.99824,58.5199912,0.5,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376914005,4,11703.99824,78.0266549333,0.6666666667,0,67108864,8.4666666667,3.2,0,1.0666666667,0,0,,,1
1376914905,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376915805,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376916705,4,11703.99824,58.5199912,0.5,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376917605,4,11703.99824,62.4213239467,0.5333333333,0.2684352,67108864,0,0.6,0,1,0,268435.2,,,1
1376918505,4,11703.99824,58.5199912,0.5,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376919405,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376920306,4,11703.99824,58.5199912,0.5,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376921206,4,11703.99824,72.1746558133,0.6166666667,0.1342176,67108864,0,0.9333333333,0,1,0,134217.6,,,1
1376922106,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.8,0,1,0,0,,,1
1376923006,4,11703.99824,64.37199032,0.55,0.4026528,67108864,0,0.3333333333,0,1,0,402652.8,,,1
1376923906,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376924806,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376925706,4,11703.99824,64.37199032,0.55,0,67108864,0,1.2,0,1,0,0,,,1
1376926606,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376927506,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376928406,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376929306,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376930207,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376931107,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376932007,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376932907,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376933807,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376934707,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376935607,4,11703.99824,81.92798768,0.7,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376936507,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376937407,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,1.2,0.0666666667,1.0666666667,0,0,,,1
1376938307,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376939208,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376940108,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376941008,4,11703.99824,113.1386496533,0.9666666667,0.6263488,67108864,0,2.9333333333,0,1,0,626348.8,,,1
1376941908,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376942808,4,11703.99824,81.92798768,0.7,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376943708,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1.0666666667,0,0,,,1
1376944608,4,11703.99824,81.92798768,0.7,0,67108864,0,0.6,0,1,0,0,,,1
1376945508,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1376946408,4,11703.99824,76.07598856,0.65,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376947309,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376948209,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,14.3333333333,0,1,0,0,,,1
1376949109,4,11703.99824,64.37199032,0.55,0,67108864,0,0.8666666667,0,1.0666666667,0,0,,,1
1376950009,4,11703.99824,70.22398944,0.6,0,67108864,0,1.5333333333,0,1,0,0,,,1
1376950909,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376951809,4,11703.99824,76.07598856,0.65,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376952709,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376953610,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.4,0,1,0,0,,,1
1376954510,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4,0,1,0,0,,,1
1376955410,4,11703.99824,58.5199912,0.5,0,67108864,0,0.7333333333,0,1.0666666667,0,0,,,1
1376956310,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1376957210,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376958110,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376959010,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376959910,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376960810,4,11703.99824,66.3226566933,0.5666666667,0.2684352,67108864,0,1,0,1.0666666667,0,268435.2,,,1
1376961710,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376962611,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0.0666666667,1,0,0,,,1
1376963511,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376964411,4,11703.99824,70.22398944,0.6,0.2684352,67108864,0,0.6666666667,0,1,0,268435.2,,,1
1376965311,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376966211,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376967111,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376968011,4,11703.99824,76.07598856,0.65,0,67108864,0,1,0,1.0666666667,0,0,,,1
1376968911,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376969811,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376970711,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,1.1333333333,0.0666666667,1.0666666667,0,0,,,1
1376971611,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376972512,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1.3333333333,0,1,0,0,,,1
1376973412,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376974312,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376975212,4,11703.99824,76.07598856,0.65,0,67108864,8.5333333333,3.3333333333,0,1.0666666667,0,0,,,1
1376976112,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376977012,4,11703.99824,64.37199032,0.55,0,67108864,0,0.7333333333,0,1,0,0,,,1
1376977912,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376978812,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8666666667,0,1,0,0,,,1
1376979712,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.8666666667,0,1,0,0,,,1
1376980612,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8,0.0666666667,1.0666666667,0,0,,,1
1376981512,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6,0,1,0,0,,,1
1376982412,4,11703.99824,7917.75480936,67.65,1.8790464,67108864,2.5333333333,1.8,882.8666666667,9.4,1,1879046.4,,,1
1376983312,4,11703.99824,9501.6959045067,81.1833333333,8.6346712,67108864,0,8,0.7333333333,10.2,1,8634671.2,,,1
1376984212,4,11703.99824,64.37199032,0.55,0.1342176,67108864,0,0.6,0,0.9333333333,0,134217.6,,,1
1376985112,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1376986012,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,0.9333333333,0,0,,,1
1376986912,4,11703.99824,11029.0676748267,94.2333333333,4.5634016,67108864,0,0.5333333333,0,22.6,1,4563401.6,,,1
1376988112,4,11703.99824,72.1746558133,0.6166666667,1.3869152,67108864,0,0.6,0,1,0,1386915.2,,,1
1376989012,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376989912,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376990812,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376991712,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376992612,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1376993513,4,11703.99824,81.92798768,0.7,0,67108864,0,1.1333333333,0,1.0666666667,0,0,,,1
1376994423,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376995324,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,14.3333333333,0,1,0,0,,,1
1376996224,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376997124,4,11703.99824,89.7306531733,0.7666666667,1.4763936,67108864,0,4.9333333333,0,1,0,1476393.6,,,1
1376998024,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376998924,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1376999824,4,11703.99824,70.22398944,0.6,0,67108864,0,0.8,0,1.0666666667,0,0,,,1
1377000724,4,11703.99824,70.22398944,0.6,0,67108864,0,1,0,1.0666666667,0,0,,,1
1377001624,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377002524,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1377003425,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377004325,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377005225,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377006125,4,11703.99824,68.2733230667,0.5833333333,0.2684352,67108864,0,1.2,0,1.0666666667,0,268435.2,,,1
1377007025,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377007925,4,11703.99824,76.07598856,0.65,0.223696,67108864,0,1.6,0,1,0,223696,,,1
1377008825,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377009725,4,11703.99824,70.22398944,0.6,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377010625,4,11703.99824,81.92798768,0.7,0,67108864,0,3.4,0,1,0,0,,,1
1377011526,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8,0.0666666667,1.0666666667,0,0,,,1
1377012426,4,11703.99824,72.1746558133,0.6166666667,0.1342176,67108864,0,0.3333333333,0,1,0,134217.6,,,1
1377013326,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.4,0,1,0,0,,,1
1377014226,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.8,0,1,0,0,,,1
